customer_id,customer_name,city,area,signup_date,signup_source,customer_tier
CUST_00086,Customer 86,Dubai,JLT,2024-12-08 13:18:12.377382,Organic,New
CUST_00087,Customer 87,Abu Dhabi,JLT,2025-07-12 05:03:10.377382,Organic,Loyal
CUST_00088,Customer 88,Abu Dhabi,Deira,2025-12-12 01:11:49.377382,Paid Ads,Regular
CUST_00089,Customer 89,Sharjah,JLT,2025-07-15 19:20:22.377382,Referral,Loyal
CUST_00090,Customer 90,Dubai,Downtown,2025-01-25 08:25:54.377382,Referral,Loyal
CUST_00091,Customer 91,Dubai,Corniche,2025-05-31 07:43:09.377382,Social Media,Regular
CUST_00092,Customer 92,Abu Dhabi,Corniche,2024-11-24 05:16:11.377382,Organic,VIP
CUST_00093,Customer 93,Sharjah,Deira,2024-10-30 08:38:25.377382,Referral,Regular
CUST_00094,Customer 94,Abu Dhabi,JBR,2024-07-24 15:12:01.377382,Paid Ads,Loyal
CUST_00095,Customer 95,Sharjah,Corniche,2024-09-23 20:07:22.377382,Referral,Loyal
CUST_00096,Customer 96,Dubai,Downtown,2025-10-26 11:43:37.377382,Organic,Regular
CUST_00097,Customer 97,Abu Dhabi,Marina,2025-12-30 14:44:21.377382,Paid Ads,New
CUST_00098,Customer 98,Dubai,JBR,2025-11-07 03:50:06.377382,Organic,New
CUST_00099,Customer 99,Dubai,Al Majaz,2024-10-22 19:02:31.377382,Referral,New
CUST_00100,Customer 100,Dubai,Al Reem,2025-02-20 18:17:17.377382,Referral,New
CUST_00101,Customer 101,Dubai,Yas Island,2025-08-23 19:27:08.377382,Referral,Regular
CUST_00102,Customer 102,Abu Dhabi,JLT,2025-09-10 19:06:49.377382,Organic,VIP
CUST_00103,Customer 103,Dubai,JLT,2025-06-21 17:55:19.377382,Paid Ads,New
CUST_00104,Customer 104,Abu Dhabi,Marina,2025-04-18 23:30:31.377382,Referral,Loyal
CUST_00105,Customer 105,Sharjah,JBR,2025-10-04 14:33:58.377382,Referral,New
CUST_00106,Customer 106,Dubai,Deira,2025-01-29 21:33:16.377382,Referral,VIP
CUST_00107,Customer 107,Dubai,Downtown,2025-04-06 16:30:06.377382,Social Media,Regular
CUST_00108,Customer 108,Sharjah,Marina,2026-01-01 23:06:46.377382,Social Media,VIP
CUST_00109,Customer 109,Dubai,Yas Island,2024-10-12 05:17:27.377382,Paid Ads,VIP
CUST_00110,Customer 110,Dubai,Corniche,2025-01-10 21:27:18.377382,Organic,VIP
CUST_00111,Customer 111,Dubai,Deira,2025-06-15 16:50:35.377382,Referral,New
CUST_00112,Customer 112,Dubai,Al Reem,2025-07-14 21:34:00.377382,Referral,New
CUST_00113,Customer 113,Sharjah,Deira,2025-09-07 06:40:22.377382,Organic,VIP
CUST_00114,Customer 114,Sharjah,Marina,2025-03-08 07:00:34.377382,Organic,Regular
CUST_00115,Customer 115,Abu Dhabi,Al Majaz,2025-10-12 02:02:38.377382,Paid Ads,New
CUST_00116,Customer 116,Sharjah,Marina,2025-03-13 02:59:30.377382,Organic,Regular
CUST_00117,Customer 117,Sharjah,Marina,2025-04-25 22:51:35.377382,Referral,New
CUST_00118,Customer 118,Dubai,Marina,2025-06-18 02:54:11.377382,Paid Ads,Regular
CUST_00119,Customer 119,Sharjah,Deira,2025-01-06 08:09:05.377382,Social Media,New
CUST_00120,Customer 120,Abu Dhabi,Marina,2025-10-07 00:42:32.377382,Paid Ads,VIP
CUST_00121,Customer 121,Sharjah,JBR,2024-11-25 18:28:36.377382,Paid Ads,Loyal
CUST_00122,Customer 122,Sharjah,Deira,2025-02-26 15:04:30.377382,Paid Ads,Loyal
CUST_00123,Customer 123,Dubai,Corniche,2024-12-16 04:05:28.377382,Organic,Regular
CUST_00124,Customer 124,Dubai,JBR,2024-12-30 13:37:36.377382,Referral,Regular
CUST_00125,Customer 125,Dubai,Yas Island,2025-05-18 22:19:56.377382,Organic,VIP
CUST_00126,Customer 126,Dubai,Corniche,2024-08-15 07:46:16.377382,Referral,VIP
CUST_00127,Customer 127,Sharjah,Al Reem,2025-09-27 00:14:07.377382,Organic,Regular
CUST_00128,Customer 128,Sharjah,JLT,2025-09-03 16:26:40.377382,Paid Ads,Loyal
CUST_00129,Customer 129,Dubai,Deira,2024-12-22 22:35:11.377382,Referral,VIP
CUST_00130,Customer 130,Abu Dhabi,JLT,2024-11-29 12:17:53.377382,Organic,Regular
CUST_00131,Customer 131,Dubai,Deira,2024-12-31 23:02:26.377382,Paid Ads,VIP
CUST_00132,Customer 132,Dubai,Corniche,2025-10-02 06:16:26.377382,Social Media,VIP
CUST_00133,Customer 133,Dubai,Al Reem,2025-04-19 10:22:50.377382,Organic,New
CUST_00134,Customer 134,Dubai,Downtown,2025-08-15 00:41:21.377382,Organic,VIP
CUST_00135,Customer 135,Ajman,Downtown,2024-11-22 10:23:24.377382,Social Media,Regular
CUST_00136,Customer 136,Dubai,JBR,2025-05-03 23:47:59.377382,Organic,VIP
CUST_00137,Customer 137,Abu Dhabi,Marina,2025-12-27 08:26:33.377382,Social Media,Regular
CUST_00138,Customer 138,Abu Dhabi,Marina,2025-06-03 01:57:18.377382,Referral,New
CUST_00139,Customer 139,Dubai,Downtown,2025-09-17 17:33:12.377382,Social Media,New
CUST_00140,Customer 140,Ajman,Corniche,2025-08-28 21:11:47.377382,Paid Ads,Loyal
CUST_00141,Customer 141,Ajman,Al Reem,2025-05-25 20:20:21.377382,Social Media,New
CUST_00142,Customer 142,Dubai,JBR,2025-06-25 13:08:37.377382,Referral,New
CUST_00143,Customer 143,Dubai,Corniche,2025-06-02 05:22:55.377382,Social Media,Regular
CUST_00144,Customer 144,Dubai,Marina,2025-05-09 02:56:30.377382,Social Media,Loyal
CUST_00145,Customer 145,Dubai,JBR,2025-08-10 16:35:22.377382,Referral,New
CUST_00146,Customer 146,Dubai,JLT,2025-10-12 09:21:20.377382,Organic,VIP
CUST_00147,Customer 147,Abu Dhabi,Business Bay,2024-09-19 12:35:09.377382,Organic,Loyal
CUST_00148,Customer 148,Abu Dhabi,Yas Island,2025-08-18 01:15:22.377382,Paid Ads,New
CUST_00149,Customer 149,Dubai,JBR,2024-09-19 21:45:41.377382,Paid Ads,Loyal
CUST_00150,Customer 150,Dubai,Marina,2025-06-28 14:58:59.377382,Social Media,New
CUST_00151,Customer 151,Sharjah,Corniche,2025-07-11 20:23:03.377382,Organic,Regular
CUST_00152,Customer 152,Dubai,JLT,2024-09-29 09:53:36.377382,Organic,Loyal
CUST_00153,Customer 153,Dubai,Yas Island,2025-02-12 18:56:14.377382,Social Media,Loyal
CUST_00154,Customer 154,Dubai,Yas Island,2025-09-24 21:18:30.377382,Referral,New
CUST_00155,Customer 155,Ajman,JBR,2024-10-12 23:18:31.377382,Organic,Loyal
CUST_00156,Customer 156,Dubai,Yas Island,2025-09-24 08:02:32.377382,Paid Ads,New
CUST_00157,Customer 157,Abu Dhabi,JLT,2025-08-27 21:40:27.377382,Social Media,VIP
CUST_00158,Customer 158,Sharjah,Al Reem,2025-08-25 00:10:58.377382,Referral,Loyal
CUST_00159,Customer 159,Dubai,Corniche,2025-02-04 11:19:53.377382,Paid Ads,Loyal
CUST_00160,Customer 160,Abu Dhabi,JBR,2025-07-17 20:42:24.377382,Organic,Regular
CUST_00161,Customer 161,Dubai,Yas Island,2024-10-21 09:46:26.377382,Referral,Regular
CUST_00162,Customer 162,Abu Dhabi,Al Reem,2024-08-03 00:12:13.377382,Paid Ads,Loyal
CUST_00163,Customer 163,Abu Dhabi,Corniche,2025-12-23 11:07:55.377382,Social Media,Regular
CUST_00164,Customer 164,Abu Dhabi,Deira,2025-08-06 18:16:54.377382,Referral,Loyal
CUST_00165,Customer 165,Dubai,Al Reem,2025-06-19 22:10:01.377382,Referral,New
CUST_00166,Customer 166,Sharjah,Deira,2026-01-02 21:01:12.377382,Social Media,Loyal
CUST_00167,Customer 167,Dubai,Deira,2025-10-11 10:29:30.377382,Organic,Loyal
CUST_00168,Customer 168,Dubai,Al Reem,2025-01-01 00:33:06.377382,Organic,VIP
CUST_00169,Customer 169,Dubai,Yas Island,2025-06-08 02:23:22.377382,Referral,Regular
CUST_00170,Customer 170,Abu Dhabi,Deira,2024-08-19 13:53:27.377382,Referral,Regular
CUST_00171,Customer 171,Abu Dhabi,Yas Island,2025-10-26 01:46:54.377382,Referral,VIP
CUST_00172,Customer 172,Dubai,Yas Island,2025-06-19 21:58:28.377382,Paid Ads,New
CUST_00173,Customer 173,Abu Dhabi,Corniche,2025-09-30 21:37:46.377382,Referral,New
CUST_00174,Customer 174,Dubai,Al Majaz,2026-01-02 08:04:04.377382,Organic,New
CUST_00175,Customer 175,Abu Dhabi,JLT,2024-08-20 23:35:12.377382,Social Media,VIP
CUST_00176,Customer 176,Dubai,Yas Island,2025-07-10 09:16:02.377382,Social Media,Loyal
CUST_00177,Customer 177,Abu Dhabi,Corniche,2025-12-26 17:56:54.377382,Social Media,New
CUST_00178,Customer 178,Dubai,Business Bay,2025-04-13 16:06:40.377382,Referral,New
CUST_00179,Customer 179,Ajman,Deira,2024-12-25 23:15:30.377382,Referral,VIP
CUST_00180,Customer 180,Dubai,JBR,2025-08-09 18:43:20.377382,Social Media,Regular
CUST_00181,Customer 181,Dubai,Yas Island,2025-03-30 18:12:15.377382,Paid Ads,VIP
CUST_00182,Customer 182,Dubai,Al Reem,2024-07-27 14:25:45.377382,Paid Ads,Regular
CUST_00183,Customer 183,Sharjah,Deira,2024-08-14 06:01:30.377382,Paid Ads,New
CUST_00184,Customer 184,Sharjah,Deira,2025-07-22 16:15:44.377382,Paid Ads,New
CUST_00185,Customer 185,Dubai,Business Bay,2025-01-06 12:53:40.377382,Organic,Loyal
CUST_00186,Customer 186,Abu Dhabi,JBR,2024-12-18 11:16:19.377382,Social Media,Loyal
CUST_00187,Customer 187,Sharjah,Corniche,2025-01-24 13:40:49.377382,Organic,Regular
CUST_00188,Customer 188,Abu Dhabi,Business Bay,2024-07-16 12:24:43.377382,Referral,New
CUST_00189,Customer 189,Abu Dhabi,JLT,2024-10-21 17:28:04.377382,Paid Ads,New
CUST_00190,Customer 190,Dubai,Deira,2025-11-05 07:20:21.377382,Paid Ads,VIP
CUST_00191,Customer 191,Dubai,Yas Island,2025-05-30 05:03:21.377382,Social Media,New
CUST_00192,Customer 192,Sharjah,Yas Island,2025-03-27 19:35:51.377382,Paid Ads,New
CUST_00193,Customer 193,Sharjah,Business Bay,2025-06-28 18:33:39.377382,Social Media,VIP
CUST_00194,Customer 194,Abu Dhabi,JLT,2025-10-02 15:19:29.377382,Referral,VIP
CUST_00195,Customer 195,Dubai,Downtown,2025-12-12 15:03:01.377382,Paid Ads,New
CUST_00196,Customer 196,Dubai,Marina,2025-07-26 07:50:17.377382,Paid Ads,Loyal
CUST_00197,Customer 197,Abu Dhabi,Al Reem,2025-06-26 00:44:48.377382,Organic,Loyal
CUST_00198,Customer 198,Sharjah,Al Reem,2025-12-24 15:30:17.377382,Social Media,New
CUST_00199,Customer 199,Sharjah,Downtown,2025-01-26 16:48:49.377382,Social Media,Loyal
CUST_00200,Customer 200,Sharjah,Deira,2024-10-31 09:42:54.377382,Paid Ads,VIP
CUST_00201,Customer 201,Abu Dhabi,Corniche,2024-08-26 02:58:07.377382,Organic,Loyal
CUST_00202,Customer 202,Dubai,JBR,2025-12-01 03:45:42.377382,Paid Ads,New
CUST_00203,Customer 203,Dubai,Downtown,2024-12-13 15:01:24.377382,Social Media,Loyal
CUST_00204,Customer 204,Sharjah,JLT,2025-02-16 11:03:20.377382,Social Media,New
CUST_00205,Customer 205,Abu Dhabi,Yas Island,2024-10-10 18:31:22.377382,Paid Ads,Loyal
CUST_00206,Customer 206,Dubai,Marina,2024-10-30 17:23:08.377382,Referral,New
CUST_00207,Customer 207,Dubai,Deira,2025-11-01 23:08:22.377382,Paid Ads,New
CUST_00208,Customer 208,Abu Dhabi,Marina,2025-10-26 00:36:08.377382,Organic,Loyal
CUST_00209,Customer 209,Dubai,JBR,2025-12-05 02:53:12.377382,Social Media,Loyal
CUST_00210,Customer 210,Dubai,Yas Island,2025-01-29 08:14:14.377382,Social Media,VIP
CUST_00211,Customer 211,Abu Dhabi,JLT,2025-07-24 03:50:28.377382,Paid Ads,Regular
CUST_00212,Customer 212,Abu Dhabi,Al Reem,2024-11-10 01:58:04.377382,Referral,New
CUST_00213,Customer 213,Abu Dhabi,JBR,2025-06-15 06:07:21.377382,Social Media,New
CUST_00214,Customer 214,Dubai,Downtown,2025-12-29 12:56:11.377382,Paid Ads,New
CUST_00215,Customer 215,Abu Dhabi,Al Reem,2025-11-12 15:09:13.377382,Referral,New
CUST_00216,Customer 216,Dubai,Al Reem,2025-12-08 21:07:18.377382,Paid Ads,Loyal
CUST_00217,Customer 217,Dubai,JLT,2024-09-01 21:10:38.377382,Paid Ads,Loyal
CUST_00218,Customer 218,Abu Dhabi,Downtown,2025-03-04 00:16:34.377382,Paid Ads,Regular
CUST_00219,Customer 219,Abu Dhabi,Business Bay,2025-09-02 00:26:58.377382,Social Media,New
CUST_00220,Customer 220,Sharjah,JBR,2025-11-03 17:32:49.377382,Referral,Regular
CUST_00221,Customer 221,Abu Dhabi,Corniche,2025-10-17 13:56:15.377382,Organic,VIP
CUST_00222,Customer 222,Abu Dhabi,Al Majaz,2025-10-03 13:26:39.377382,Organic,Regular
CUST_00223,Customer 223,Dubai,Yas Island,2025-09-08 05:07:19.377382,Social Media,Regular
CUST_00224,Customer 224,Dubai,JLT,2025-04-20 14:06:28.377382,Social Media,VIP
CUST_00225,Customer 225,Dubai,Yas Island,2024-12-25 10:58:25.377382,Paid Ads,VIP
CUST_00226,Customer 226,Dubai,JBR,2025-06-08 08:51:25.377382,Paid Ads,Regular
CUST_00227,Customer 227,Ajman,Downtown,2024-09-17 10:26:54.377382,Referral,VIP
CUST_00228,Customer 228,Dubai,Corniche,2025-08-22 19:26:10.377382,Paid Ads,Regular
CUST_00229,Customer 229,Sharjah,Al Majaz,2024-09-14 06:49:54.377382,Referral,Loyal
CUST_00230,Customer 230,Abu Dhabi,Marina,2024-07-18 05:50:09.377382,Paid Ads,Loyal
CUST_00231,Customer 231,Sharjah,Corniche,2024-11-09 22:59:17.377382,Paid Ads,Regular
CUST_00232,Customer 232,Abu Dhabi,JLT,2025-02-03 05:45:04.377382,Organic,VIP
CUST_00233,Customer 233,Abu Dhabi,Yas Island,2025-06-28 23:17:55.377382,Social Media,VIP
CUST_00234,Customer 234,Dubai,Corniche,2024-10-11 03:09:34.377382,Referral,Loyal
CUST_00235,Customer 235,Dubai,Deira,2025-04-21 09:22:18.377382,Organic,Loyal
CUST_00236,Customer 236,Abu Dhabi,Downtown,2025-05-27 00:48:29.377382,Paid Ads,VIP
CUST_00237,Customer 237,Dubai,Downtown,2025-01-27 05:44:36.377382,Organic,VIP
CUST_00238,Customer 238,Dubai,Deira,2025-12-27 16:56:39.377382,Referral,VIP
CUST_00239,Customer 239,Abu Dhabi,Al Reem,2025-10-23 21:46:41.377382,Social Media,VIP
CUST_00240,Customer 240,Dubai,Al Reem,2024-08-21 07:22:28.377382,Organic,Regular
CUST_00241,Customer 241,Ajman,JBR,2025-04-30 06:39:11.377382,Referral,VIP
CUST_00242,Customer 242,Ajman,Business Bay,2024-08-10 14:47:04.377382,Paid Ads,Loyal
CUST_00243,Customer 243,Sharjah,Marina,2025-06-25 17:02:45.377382,Organic,Loyal
CUST_00244,Customer 244,Dubai,Deira,2025-12-11 10:08:28.377382,Social Media,New
CUST_00245,Customer 245,Dubai,JBR,2024-08-31 17:34:57.377382,Referral,VIP
CUST_00246,Customer 246,Sharjah,Yas Island,2024-11-28 16:50:50.377382,Social Media,Regular
CUST_00247,Customer 247,Dubai,Deira,2025-10-04 14:12:39.377382,Paid Ads,New
CUST_00248,Customer 248,Ajman,Business Bay,2025-03-28 07:25:08.377382,Social Media,New
CUST_00249,Customer 249,Ajman,Deira,2025-10-17 14:55:55.377382,Paid Ads,Regular
CUST_00250,Customer 250,Sharjah,Business Bay,2024-07-23 19:30:01.377382,Paid Ads,New
CUST_00251,Customer 251,Dubai,Business Bay,2024-09-04 15:02:23.377382,Organic,New
CUST_00252,Customer 252,Dubai,Business Bay,2024-08-29 14:39:26.377382,Paid Ads,Loyal
CUST_00253,Customer 253,Sharjah,Downtown,2025-11-14 10:49:27.377382,Social Media,New
CUST_00254,Customer 254,Dubai,Corniche,2025-08-15 01:48:38.377382,Organic,Regular
CUST_00255,Customer 255,Dubai,Downtown,2025-09-29 09:04:21.377382,Paid Ads,VIP
CUST_00256,Customer 256,Abu Dhabi,JBR,2024-10-14 13:26:56.377382,Referral,VIP
CUST_00257,Customer 257,Ajman,Downtown,2025-01-29 03:07:06.377382,Referral,VIP
CUST_00258,Customer 258,Abu Dhabi,Downtown,2025-04-16 13:09:59.377382,Paid Ads,Loyal
CUST_00259,Customer 259,Abu Dhabi,Yas Island,2024-12-11 04:38:51.377382,Organic,Loyal
CUST_00260,Customer 260,Dubai,Deira,2024-11-20 07:25:04.377382,Organic,Loyal
CUST_00261,Customer 261,Abu Dhabi,Downtown,2025-12-02 16:37:18.377382,Organic,Regular
CUST_00262,Customer 262,Ajman,Al Majaz,2025-05-02 04:37:44.377382,Social Media,VIP
CUST_00263,Customer 263,Dubai,Business Bay,2026-01-01 06:03:01.377382,Referral,Regular
CUST_00264,Customer 264,Abu Dhabi,Deira,2024-11-11 20:35:52.377382,Paid Ads,Regular
CUST_00265,Customer 265,Sharjah,Al Reem,2025-03-22 07:52:03.377382,Paid Ads,New
CUST_00266,Customer 266,Abu Dhabi,Yas Island,2025-02-24 00:52:57.377382,Referral,VIP
CUST_00267,Customer 267,Abu Dhabi,Corniche,2025-01-15 17:11:05.377382,Social Media,New
CUST_00268,Customer 268,Abu Dhabi,Yas Island,2025-06-29 07:52:26.377382,Organic,Loyal
CUST_00269,Customer 269,Dubai,Business Bay,2024-07-26 08:18:13.377382,Referral,Loyal
CUST_00270,Customer 270,Dubai,Deira,2025-01-30 03:45:36.377382,Paid Ads,Regular
CUST_00271,Customer 271,Sharjah,Corniche,2025-10-04 18:36:06.377382,Social Media,Regular
CUST_00272,Customer 272,Sharjah,Marina,2025-06-03 08:09:08.377382,Paid Ads,New
CUST_00273,Customer 273,Sharjah,JLT,2025-05-29 05:40:46.377382,Organic,New
CUST_00274,Customer 274,Sharjah,Yas Island,2024-10-14 17:54:18.377382,Referral,Regular
CUST_00275,Customer 275,Abu Dhabi,Corniche,2024-12-16 12:35:50.377382,Organic,VIP
CUST_00276,Customer 276,Abu Dhabi,JBR,2025-01-14 16:38:53.377382,Social Media,Regular
CUST_00277,Customer 277,Sharjah,Corniche,2025-07-06 02:13:29.377382,Referral,VIP
CUST_00278,Customer 278,Abu Dhabi,JLT,2025-01-23 12:56:50.377382,Organic,New
CUST_00279,Customer 279,Abu Dhabi,Business Bay,2024-10-03 15:01:12.377382,Organic,Loyal
CUST_00280,Customer 280,Sharjah,Deira,2025-02-26 01:47:46.377382,Organic,Loyal
CUST_00281,Customer 281,Sharjah,Marina,2024-08-22 04:23:01.377382,Social Media,New
CUST_00282,Customer 282,Dubai,JBR,2025-10-23 17:35:37.377382,Organic,New
CUST_00283,Customer 283,Dubai,Corniche,2025-07-26 16:00:17.377382,Paid Ads,Loyal
CUST_00284,Customer 284,Dubai,Al Majaz,2025-12-25 16:24:34.377382,Referral,VIP
CUST_00285,Customer 285,Abu Dhabi,Downtown,2025-02-13 13:55:05.377382,Referral,New
